Year,Exporter,Exporter_ISO3,Exporter_Region,Exporter_Alliance,UNSC_Permanent_Member,Importer,Importer_ISO3,Importer_Region,Weapon_Category,Weapon_Subtype,Weapon_Class,Deal_Value_USD_M,Quantity,Deal_Framework,Technology_Transfer,Delivery_Timeline_Months,Importer_GDP_Per_Capita,Importer_Political_Stability,Importer_Democracy_Index,Importer_Conflict_Proximity,Active_Territorial_Dispute,Natural_Resource_Dependence,Importer_Military_Spend_Pct_GDP,Arms_Import_Trend,UN_Embargo,Escalation_Risk
2011,United States,USA,North America,NATO,Yes,Iraq,IRQ,Middle East & North Africa,Armoured Vehicles,MRAP,Defensive,47.2,58,Bilateral Defence Pact,No,11,4373,2.0,3.3,Yes,Yes,High,3.2,Declining,No,High
2008,United States,USA,North America,NATO,Yes,UAE,ARE,Middle East & North Africa,Armoured Vehicles,APC,Defensive,76.5,36,Direct Commercial Sale,No,20,45629,6.7,2.6,Yes,No,High,5.8,Stable,No,Medium
2009,United States,USA,North America,NATO,Yes,Colombia,COL,Latin America & Caribbean,Small Arms & Light Weapons,ATGM,Offensive,6.3,354,Government-to-Government,No,17,6343,3.7,5.9,Yes,No,Medium,3.0,Stable,No,High
2011,United States,USA,North America,NATO,Yes,Iraq,IRQ,Middle East & North Africa,Artillery & Ammunition,Mortar System,Offensive,137.4,40,Direct Commercial Sale,Yes,11,4961,2.0,3.4,Yes,Yes,High,3.6,Accelerating,No,High
2014,United States,USA,North America,NATO,Yes,South Korea,KOR,East Asia & Pacific,Missiles & Air Defence,MANPADS,Defensive,313.6,41,Foreign Military Sales,Yes,40,29706,7.7,7.9,No,Yes,Low,2.5,Accelerating,No,High
2008,United States,USA,North America,NATO,Yes,Australia,AUS,East Asia & Pacific,Helicopters,Utility Helicopter,Defensive,173.4,22,Foreign Military Sales,Yes,46,55530,8.4,8.7,No,No,Medium,2.0,Accelerating,No,Low
2007,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Sensors & Electronics,EW Suite,Defensive,26.1,20,Government-to-Government,No,24,39623,8.3,8.0,No,Yes,Low,1.0,Stable,No,Low
2013,United States,USA,North America,NATO,Yes,Taiwan,TWN,East Asia & Pacific,Naval Vessels,Corvette,Offensive,199.8,16,Multilateral Programme,No,11,33501,7.1,9.0,No,Yes,Low,2.5,Accelerating,No,High
2012,United States,USA,North America,NATO,Yes,Morocco,MAR,Middle East & North Africa,Naval Vessels,Corvette,Offensive,255.9,16,Foreign Military Sales,No,24,3714,4.7,3.8,No,Yes,Medium,3.4,Stable,No,Medium
2017,United States,USA,North America,NATO,Yes,Thailand,THA,East Asia & Pacific,Armoured Vehicles,MRAP,Defensive,111.7,7,Government-to-Government,No,10,7745,4.9,4.5,No,No,Low,1.7,Accelerating,No,Low
2016,United States,USA,North America,NATO,Yes,Saudi Arabia,SAU,Middle East & North Africa,Small Arms & Light Weapons,Grenade Launcher Batch,Offensive,5.4,265,Government-to-Government,No,33,23094,4.0,1.6,Yes,No,High,5.8,Stable,No,High
2007,United States,USA,North America,NATO,Yes,UAE,ARE,Middle East & North Africa,Combat Aircraft,Fighter Jet,Offensive,970.7,23,Government-to-Government,Yes,10,45107,7.0,2.4,Yes,No,High,5.3,Stable,No,High
2006,United States,USA,North America,NATO,Yes,Taiwan,TWN,East Asia & Pacific,Armoured Vehicles,APC,Defensive,64.1,76,Foreign Military Sales,Yes,8,32994,7.2,8.8,No,Yes,Low,2.1,Accelerating,No,Medium
2018,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Helicopters,Naval Helicopter,Defensive,223.2,13,Multilateral Programme,No,32,40387,8.3,8.1,No,Yes,Low,1.2,Declining,No,Low
2012,United States,USA,North America,NATO,Yes,Australia,AUS,East Asia & Pacific,Combat Aircraft,Multi-Role Aircraft,Offensive,292.6,17,Foreign Military Sales,No,28,51722,8.3,8.9,No,No,Medium,2.2,Stable,No,Medium
2024,United States,USA,North America,NATO,Yes,South Korea,KOR,East Asia & Pacific,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,57.1,170,Bilateral Defence Pact,No,19,30558,7.3,7.8,No,Yes,Low,2.5,Accelerating,No,Medium
2005,United States,USA,North America,NATO,Yes,Romania,ROU,Europe & Central Asia,Missiles & Air Defence,MANPADS,Defensive,66.0,60,Direct Commercial Sale,No,9,14845,6.0,6.3,No,No,Low,2.3,Declining,No,Low
2020,United States,USA,North America,NATO,Yes,South Korea,KOR,East Asia & Pacific,Armoured Vehicles,APC,Defensive,90.1,68,Direct Commercial Sale,No,26,29766,7.7,8.0,No,Yes,Low,2.4,Accelerating,No,Medium
2013,United States,USA,North America,NATO,Yes,UAE,ARE,Middle East & North Africa,Artillery & Ammunition,Guided Munitions,Offensive,77.3,46,Direct Commercial Sale,Yes,17,42755,6.6,2.4,Yes,No,High,5.4,Accelerating,No,High
2023,United States,USA,North America,NATO,Yes,Singapore,SGP,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,542.4,29,Foreign Military Sales,No,7,62624,9.0,6.2,No,No,Low,3.1,Stable,No,Low
2022,United States,USA,North America,NATO,Yes,South Korea,KOR,East Asia & Pacific,Missiles & Air Defence,MANPADS,Defensive,174.3,41,Government-to-Government,No,18,32189,7.7,7.8,No,Yes,Low,2.8,Declining,No,Low
2005,United States,USA,North America,NATO,Yes,Mexico,MEX,Latin America & Caribbean,Missiles & Air Defence,Anti-Ship Missile,Offensive,284.6,55,Offset Agreement,Yes,42,9655,4.0,5.6,No,No,Medium,0.7,Stable,No,Medium
2011,United States,USA,North America,NATO,Yes,Chile,CHL,Latin America & Caribbean,Naval Vessels,Corvette,Offensive,166.5,12,Direct Commercial Sale,No,17,15419,6.4,8.1,No,No,Medium,2.1,Declining,No,Low
2018,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,346.8,18,Bilateral Defence Pact,No,41,39162,8.3,8.1,No,Yes,Low,1.4,Accelerating,No,Medium
2023,United States,USA,North America,NATO,Yes,Egypt,EGY,Middle East & North Africa,Missiles & Air Defence,Anti-Ship Missile,Offensive,479.8,67,Multilateral Programme,No,14,3563,4.0,2.9,Yes,No,Low,1.1,Declining,No,High
2010,United States,USA,North America,NATO,Yes,South Korea,KOR,East Asia & Pacific,Helicopters,Naval Helicopter,Defensive,204.5,12,Bilateral Defence Pact,No,31,34100,7.7,7.9,No,Yes,Low,2.6,Declining,No,Low
2010,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Sensors & Electronics,EW Suite,Defensive,187.3,23,Government-to-Government,No,39,39259,8.5,8.1,No,Yes,Low,1.4,Accelerating,No,Medium
2015,United States,USA,North America,NATO,Yes,Saudi Arabia,SAU,Middle East & North Africa,Naval Vessels,Submarine,Offensive,829.4,1,Government-to-Government,No,12,21685,4.4,1.7,Yes,No,High,5.8,Accelerating,No,High
2022,United States,USA,North America,NATO,Yes,Poland,POL,Europe & Central Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,60.9,50,Foreign Military Sales,No,13,16632,6.8,7.2,No,No,Low,3.9,Stable,No,Low
2017,United States,USA,North America,NATO,Yes,Egypt,EGY,Middle East & North Africa,Small Arms & Light Weapons,ATGM,Offensive,13.9,94,Bilateral Defence Pact,Yes,32,3310,3.5,2.9,Yes,No,Low,1.3,Stable,No,High
2009,United States,USA,North America,NATO,Yes,Saudi Arabia,SAU,Middle East & North Africa,Helicopters,Utility Helicopter,Defensive,99.2,6,Government-to-Government,No,34,22221,4.5,1.8,Yes,No,High,5.9,Accelerating,No,Medium
2008,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Small Arms & Light Weapons,Sniper System,Offensive,5.6,358,Multilateral Programme,No,47,42092,8.6,8.0,No,Yes,Low,1.2,Stable,No,Medium
2016,United States,USA,North America,NATO,Yes,Iraq,IRQ,Middle East & North Africa,Helicopters,Utility Helicopter,Defensive,169.9,3,Foreign Military Sales,No,22,4876,1.9,3.4,Yes,Yes,High,3.7,Stable,No,High
2011,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,900.0,20,Foreign Military Sales,No,17,37043,8.6,8.1,No,Yes,Low,0.9,Stable,No,Low
2013,United States,USA,North America,NATO,Yes,Australia,AUS,East Asia & Pacific,Sensors & Electronics,Radar System,Defensive,47.4,16,Foreign Military Sales,No,11,55781,8.1,8.6,No,No,Medium,1.8,Stable,No,Low
2019,United States,USA,North America,NATO,Yes,Egypt,EGY,Middle East & North Africa,Naval Vessels,Patrol Boat,Defensive,709.5,21,Offset Agreement,No,9,3672,3.8,3.0,Yes,No,Low,1.0,Accelerating,No,Medium
2021,United States,USA,North America,NATO,Yes,Kenya,KEN,Sub-Saharan Africa,Sensors & Electronics,Radar System,Defensive,78.3,14,Foreign Military Sales,No,37,1924,3.2,4.6,Yes,No,Low,1.1,Stable,No,Low
2020,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Helicopters,Utility Helicopter,Defensive,160.4,15,Offset Agreement,Yes,31,42102,8.4,7.9,No,Yes,Low,1.3,Declining,No,Medium
2005,United States,USA,North America,NATO,Yes,Qatar,QAT,Middle East & North Africa,Combat Aircraft,Fighter Jet,Offensive,355.6,3,Government-to-Government,Yes,14,62142,6.9,2.1,No,No,High,1.2,Accelerating,No,Medium
2012,United States,USA,North America,NATO,Yes,Norway,NOR,Europe & Central Asia,Combat Aircraft,Trainer/Light Combat,Defensive,320.0,16,Direct Commercial Sale,Yes,39,81676,8.9,9.6,No,No,High,1.4,Stable,No,Low
2019,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Armoured Vehicles,MRAP,Defensive,27.9,59,Offset Agreement,No,44,38247,8.6,8.3,No,Yes,Low,1.3,Stable,No,Low
2021,United States,USA,North America,NATO,Yes,Greece,GRC,Europe & Central Asia,Artillery & Ammunition,Guided Munitions,Offensive,168.2,55,Foreign Military Sales,No,33,19151,6.1,7.3,No,Yes,Low,3.7,Accelerating,No,Medium
2012,United States,USA,North America,NATO,Yes,South Korea,KOR,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,52.3,102,Direct Commercial Sale,No,20,29966,7.3,8.1,No,Yes,Low,2.7,Stable,No,Low
2021,United States,USA,North America,NATO,Yes,India,IND,South Asia,Combat Aircraft,Trainer/Light Combat,Defensive,171.8,11,Multilateral Programme,Yes,14,2637,4.7,6.7,Yes,Yes,Low,2.6,Stable,No,High
2021,United States,USA,North America,NATO,Yes,India,IND,South Asia,Missiles & Air Defence,Anti-Ship Missile,Offensive,120.3,30,Bilateral Defence Pact,No,15,2356,4.7,6.8,Yes,Yes,Low,2.2,Accelerating,No,High
2015,United States,USA,North America,NATO,Yes,UAE,ARE,Middle East & North Africa,Small Arms & Light Weapons,Assault Rifle Batch,Offensive,8.9,260,Government-to-Government,Yes,42,42990,6.7,2.6,Yes,No,High,5.6,Accelerating,No,High
2018,United States,USA,North America,NATO,Yes,Saudi Arabia,SAU,Middle East & North Africa,Helicopters,Attack Helicopter,Offensive,113.2,5,Multilateral Programme,No,14,24361,4.3,1.9,Yes,No,High,6.2,Stable,No,High
2017,United States,USA,North America,NATO,Yes,Indonesia,IDN,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,207.4,32,Offset Agreement,Yes,33,4343,5.0,6.5,No,Yes,Medium,0.7,Stable,No,Medium
2021,United States,USA,North America,NATO,Yes,South Korea,KOR,East Asia & Pacific,Combat Aircraft,Multi-Role Aircraft,Offensive,526.3,14,Foreign Military Sales,No,22,30077,7.4,8.0,No,Yes,Low,2.5,Stable,No,Low
2024,United States,USA,North America,NATO,Yes,Australia,AUS,East Asia & Pacific,Combat Aircraft,Multi-Role Aircraft,Offensive,318.3,6,Direct Commercial Sale,No,22,55187,8.5,8.6,No,No,Medium,1.7,Stable,No,Low
2013,United States,USA,North America,NATO,Yes,Saudi Arabia,SAU,Middle East & North Africa,Combat Aircraft,Fighter Jet,Offensive,336.5,20,Government-to-Government,No,41,23178,4.4,1.9,Yes,No,High,6.0,Declining,No,High
2012,United States,USA,North America,NATO,Yes,Poland,POL,Europe & Central Asia,Armoured Vehicles,Main Battle Tank,Offensive,104.7,33,Foreign Military Sales,No,28,17467,7.0,7.2,No,No,Low,3.7,Stable,No,Low
2024,United States,USA,North America,NATO,Yes,Qatar,QAT,Middle East & North Africa,Naval Vessels,Patrol Boat,Defensive,236.7,12,Government-to-Government,No,24,56611,7.2,2.1,No,No,High,1.4,Stable,No,Low
2015,United States,USA,North America,NATO,Yes,Saudi Arabia,SAU,Middle East & North Africa,Helicopters,Naval Helicopter,Defensive,330.3,15,Foreign Military Sales,No,10,22990,4.0,1.6,Yes,No,High,5.9,Accelerating,No,High
2006,United States,USA,North America,NATO,Yes,UAE,ARE,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,58.7,42,Offset Agreement,No,19,43320,6.8,2.3,Yes,No,High,5.4,Stable,No,High
2016,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Sensors & Electronics,EW Suite,Defensive,9.8,12,Offset Agreement,No,40,39989,8.4,8.3,No,Yes,Low,1.2,Accelerating,No,Medium
2009,United States,USA,North America,NATO,Yes,India,IND,South Asia,Missiles & Air Defence,Cruise Missile,Offensive,232.2,27,Foreign Military Sales,No,39,2579,4.7,6.8,Yes,Yes,Low,2.7,Stable,No,Medium
2014,United States,USA,North America,NATO,Yes,Australia,AUS,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,336.5,40,Direct Commercial Sale,No,34,54990,7.9,8.5,No,No,Medium,1.9,Declining,No,Low
2014,United States,USA,North America,NATO,Yes,Qatar,QAT,Middle East & North Africa,Helicopters,Attack Helicopter,Offensive,98.2,23,Direct Commercial Sale,Yes,42,57560,6.9,2.2,No,No,High,1.2,Declining,No,Low
2006,United States,USA,North America,NATO,Yes,Taiwan,TWN,East Asia & Pacific,Small Arms & Light Weapons,ATGM,Offensive,8.7,453,Direct Commercial Sale,No,44,32395,7.1,9.0,No,Yes,Low,2.2,Stable,No,Medium
2022,United States,USA,North America,NATO,Yes,Ukraine,UKR,Europe & Central Asia,Artillery & Ammunition,MLRS,Offensive,68.3,76,Direct Commercial Sale,No,6,3603,2.7,5.3,Yes,Yes,Low,4.8,Stable,No,High
2015,United States,USA,North America,NATO,Yes,Australia,AUS,East Asia & Pacific,Naval Vessels,Submarine,Offensive,522.7,13,Bilateral Defence Pact,No,45,54128,8.4,8.8,No,No,Medium,2.2,Stable,No,Low
2017,United States,USA,North America,NATO,Yes,South Korea,KOR,East Asia & Pacific,Naval Vessels,Frigate,Offensive,508.5,14,Foreign Military Sales,Yes,20,33943,7.5,7.8,No,Yes,Low,2.8,Accelerating,No,Medium
2008,United States,USA,North America,NATO,Yes,Australia,AUS,East Asia & Pacific,Artillery & Ammunition,Guided Munitions,Offensive,34.7,58,Government-to-Government,Yes,28,58793,8.1,8.7,No,No,Medium,2.0,Stable,No,Low
2010,United States,USA,North America,NATO,Yes,Ukraine,UKR,Europe & Central Asia,Combat Aircraft,UAV/Drone,Offensive,187.8,20,Foreign Military Sales,Yes,9,4084,2.3,5.5,Yes,Yes,Low,4.6,Stable,No,High
2022,United States,USA,North America,NATO,Yes,Iraq,IRQ,Middle East & North Africa,Sensors & Electronics,Radar System,Defensive,28.4,25,Bilateral Defence Pact,No,41,5065,2.2,3.5,Yes,Yes,High,3.6,Stable,No,High
2014,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Artillery & Ammunition,MLRS,Offensive,90.7,12,Government-to-Government,No,22,40650,8.4,8.2,No,Yes,Low,1.4,Accelerating,No,High
2005,United States,USA,North America,NATO,Yes,Qatar,QAT,Middle East & North Africa,Artillery & Ammunition,MLRS,Offensive,65.4,67,Direct Commercial Sale,No,11,64042,7.1,2.1,No,No,High,1.7,Accelerating,No,Medium
2013,United States,USA,North America,NATO,Yes,Morocco,MAR,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,115.6,80,Direct Commercial Sale,No,22,3433,4.3,3.9,No,Yes,Medium,3.2,Stable,No,Medium
2023,United States,USA,North America,NATO,Yes,UAE,ARE,Middle East & North Africa,Helicopters,Attack Helicopter,Offensive,194.4,2,Bilateral Defence Pact,Yes,34,45182,6.8,2.7,Yes,No,High,5.3,Stable,No,High
2020,United States,USA,North America,NATO,Yes,UAE,ARE,Middle East & North Africa,Sensors & Electronics,Targeting Pod,Offensive,61.3,12,Foreign Military Sales,No,30,40642,6.7,2.4,Yes,No,High,5.8,Stable,No,High
2009,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,319.3,20,Direct Commercial Sale,Yes,17,38641,8.4,8.0,No,Yes,Low,1.3,Stable,No,Medium
2018,United States,USA,North America,NATO,Yes,Saudi Arabia,SAU,Middle East & North Africa,Naval Vessels,Frigate,Offensive,170.6,9,Direct Commercial Sale,Yes,7,21916,4.1,2.0,Yes,No,High,6.2,Stable,No,High
2018,United States,USA,North America,NATO,Yes,Iraq,IRQ,Middle East & North Africa,Helicopters,Transport Helicopter,Defensive,186.2,9,Offset Agreement,Yes,34,5059,1.8,3.5,Yes,Yes,High,3.8,Stable,No,High
2022,United States,USA,North America,NATO,Yes,Iraq,IRQ,Middle East & North Africa,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,31.1,4,Foreign Military Sales,No,21,4798,2.0,3.6,Yes,Yes,High,3.3,Stable,No,High
2019,United States,USA,North America,NATO,Yes,India,IND,South Asia,Small Arms & Light Weapons,ATGM,Offensive,15.7,133,Foreign Military Sales,No,39,2582,4.7,6.6,Yes,Yes,Low,2.4,Stable,No,Medium
2010,United States,USA,North America,NATO,Yes,South Korea,KOR,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,173.3,69,Foreign Military Sales,No,27,34248,7.2,8.1,No,Yes,Low,2.7,Stable,No,Medium
2017,United States,USA,North America,NATO,Yes,South Korea,KOR,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,69.6,37,Offset Agreement,No,14,33740,7.3,8.1,No,Yes,Low,2.9,Accelerating,No,Medium
2022,United States,USA,North America,NATO,Yes,Greece,GRC,Europe & Central Asia,Helicopters,Utility Helicopter,Defensive,176.8,4,Bilateral Defence Pact,Yes,33,20363,6.3,7.3,No,Yes,Low,3.8,Accelerating,No,Medium
2021,United States,USA,North America,NATO,Yes,Iraq,IRQ,Middle East & North Africa,Helicopters,Attack Helicopter,Offensive,70.0,1,Direct Commercial Sale,Yes,15,4989,1.9,3.5,Yes,Yes,High,3.4,Declining,No,High
2007,United States,USA,North America,NATO,Yes,Iraq,IRQ,Middle East & North Africa,Naval Vessels,Corvette,Offensive,304.5,19,Direct Commercial Sale,No,30,4575,2.2,3.7,Yes,Yes,High,3.7,Accelerating,No,High
2006,United States,USA,North America,NATO,Yes,Philippines,PHL,East Asia & Pacific,Artillery & Ammunition,MLRS,Offensive,44.3,37,Government-to-Government,Yes,20,3256,4.4,6.0,Yes,Yes,Low,1.1,Accelerating,No,High
2008,United States,USA,North America,NATO,Yes,India,IND,South Asia,Naval Vessels,Submarine,Offensive,196.3,15,Bilateral Defence Pact,Yes,6,2670,4.6,6.6,Yes,Yes,Low,2.6,Declining,No,Medium
2022,United States,USA,North America,NATO,Yes,Saudi Arabia,SAU,Middle East & North Africa,Sensors & Electronics,Radar System,Defensive,31.8,5,Foreign Military Sales,No,32,23055,4.2,1.7,Yes,No,High,5.9,Declining,No,High
2017,United States,USA,North America,NATO,Yes,Australia,AUS,East Asia & Pacific,Armoured Vehicles,MRAP,Defensive,77.9,110,Bilateral Defence Pact,No,21,58312,8.0,8.7,No,No,Medium,2.0,Stable,No,Low
2013,United States,USA,North America,NATO,Yes,Iraq,IRQ,Middle East & North Africa,Sensors & Electronics,EW Suite,Defensive,58.4,3,Bilateral Defence Pact,Yes,14,4445,2.1,3.4,Yes,Yes,High,3.6,Accelerating,No,High
2017,United States,USA,North America,NATO,Yes,Poland,POL,Europe & Central Asia,Armoured Vehicles,Main Battle Tank,Offensive,168.3,22,Bilateral Defence Pact,No,37,18063,6.8,6.9,No,No,Low,3.7,Accelerating,No,Medium
2013,United States,USA,North America,NATO,Yes,Saudi Arabia,SAU,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,59.5,23,Bilateral Defence Pact,No,29,23428,4.2,1.8,Yes,No,High,6.0,Stable,No,High
2014,United States,USA,North America,NATO,Yes,Saudi Arabia,SAU,Middle East & North Africa,Missiles & Air Defence,Anti-Ship Missile,Offensive,131.9,14,Multilateral Programme,No,18,23724,4.2,2.0,Yes,No,High,6.0,Declining,No,Medium
2021,United States,USA,North America,NATO,Yes,Qatar,QAT,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,77.5,53,Offset Agreement,No,22,63430,7.1,2.0,No,No,High,1.7,Accelerating,No,Medium
2020,United States,USA,North America,NATO,Yes,Saudi Arabia,SAU,Middle East & North Africa,Combat Aircraft,Trainer/Light Combat,Defensive,748.8,22,Multilateral Programme,No,46,23116,4.2,1.9,Yes,No,High,5.9,Stable,No,High
2015,United States,USA,North America,NATO,Yes,Australia,AUS,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,258.3,8,Offset Agreement,Yes,23,53904,8.4,8.7,No,No,Medium,2.3,Stable,No,Low
2007,United States,USA,North America,NATO,Yes,UAE,ARE,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,54.9,66,Bilateral Defence Pact,No,16,44078,6.9,2.3,Yes,No,High,5.4,Stable,No,High
2021,United States,USA,North America,NATO,Yes,Qatar,QAT,Middle East & North Africa,Missiles & Air Defence,Cruise Missile,Offensive,218.7,74,Government-to-Government,No,44,61704,7.2,1.8,No,No,High,1.3,Stable,No,Low
2011,United States,USA,North America,NATO,Yes,India,IND,South Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,31.3,17,Direct Commercial Sale,No,31,2656,4.8,6.7,Yes,Yes,Low,2.2,Stable,No,Medium
2017,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,28.1,60,Multilateral Programme,No,15,40045,8.3,7.9,No,Yes,Low,1.3,Stable,No,Medium
2022,United States,USA,North America,NATO,Yes,Singapore,SGP,East Asia & Pacific,Small Arms & Light Weapons,Sniper System,Offensive,42.8,244,Offset Agreement,No,6,65299,9.2,6.0,No,No,Low,3.1,Stable,No,Medium
2011,United States,USA,North America,NATO,Yes,Japan,JPN,East Asia & Pacific,Armoured Vehicles,APC,Defensive,125.1,27,Offset Agreement,No,25,39157,8.5,7.9,No,Yes,Low,1.1,Accelerating,No,Medium
